,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB
34293,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:02:51 PM,Eden Ben Zaken,Ba Li Od,Taamin Li,,,,Eden Ben Zaken,7294276308240,0
34294,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:06:15 PM,José James,38th & Chicago,38th & Chicago,,,R&B/Soul,Rainbow Blonde Records,850011359600,0
34295,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:16:53 PM,Royel Otis,I Wanna Dance With You,Sofa Kings,,,,House Anxiety / Ourness,3617056582489,0
34296,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:25:56 PM,Sheena Easton,Voice On the Radio,Take My Time,,,,WMG - RT Industries,5099960741257,1
34297,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:29:11 PM,Soema Montenegro,Selva,CIRCULO RADIANTE,,,,Mais Um,5050580812970,0
34298,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:32:23 PM,Kiwi jr.,Night Vision,Night Vision,,,,WMG - Subpop Record Group,098787904857,0
34299,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:35:42 PM,Leon Lee Dorsey,Cantaloupe Island,Cantaloupe Island,,,Jazz,Jazz Avenue 1,195269216177,0
34300,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:41:32 PM,Devon Gilfillian,Love You Anyway,Love You Anyway,,,,Fantasy,00888072481770,0
34301,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:45:37 PM,Count Hamilton,Baby's First Existential Crisis,Gnomeboy,,,Rock,House of the Homeboy,198015953074,0
34302,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:48:32 PM,Yeah Yeah Yeahs,Wolf,Cool It Down,,,,MERLIN - Secretly Canadian,656605047065,1
34303,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:52:09 PM,Stompin' Tom Connors,Sasquatch Song,Move Along With Stompin' Tom,,,Country,UMG - Ole Media Management,00848818001334,0
34304,7 Minutes of Breathing,171927,glumbus,2024-01-06,11:55:17 PM,Rockin' Ron The Friendly Pirate,I Know You Pirates,I Know You Pirates,,,Folk,Rockin' Ron the Friendly Pirate,198025832666,0
34305,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:00:30 AM,Michael Franti & Spearhead,Big Big Love,Big Big Love,,,,Boo Boo Wax,197188930363,0
34306,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:03:28 AM,Overcoats,Winner,Winner,,,,ORCHARD - Never Fall Back Records,197187613113,0
34307,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:06:50 AM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),,,R&B,MERLIN - MADMCFERRIN MUSIC,617308037999,0
34308,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:09:44 AM,Slowe,Fix Me Up,Fix Me Up,,,R&B/Soul,MERLIN - Tru Thoughts,5060609666187,0
34309,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:12:49 AM,Daniel Casimir,Lost,Lost,,,Jazz,UMG - Decca (UMO),00602445794331,0
34310,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:18:40 AM,Don Leisure,Walk with Us,Beyond the Midnight Sun,,,Jazz,First Word Records,5050580813649,0
34311,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:22:15 AM,Tyler Mitchell,Discipline,Sun Ra's Journey,,,Jazz,ORCHARD - Cellar Live,196626250391,0
34312,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:27:39 AM,Nick Waterhouse,Hide And Seek,Hide And Seek / The Fooler,,,R&B/Soul,MERLIN - Innovative Leisure,810874026170,0
34313,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:31:24 AM,Tianna Esperanza,Buy You A New Attitude,Terror,,,,WMG - BMG Rights Management (US) LLC,4050538786958,0
34314,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:33:38 AM,Gerry Gibbs,Waltz for My Children,Songs From My Father,,,Jazz,MERLIN - Whaling City Sound,687606013124,0
34315,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:40:51 AM,Novalima,El Tiempo (Captain Planet Remix),El Tiempo (Captain Planet Remix),,,,"Six Degrees Records, LLC",657036724723,0
34316,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:44:32 AM,The Impressions,Love's Happening,This is my Country,,,,Rarity Music,3615936599350,0
34317,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:47:38 AM,Babylon Zoo,Spaceman,90's Hits,,,,Parlophone UK,5099921281853,0
34318,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:51:38 AM,Paul Bley,Alignment,In The Evenings Out There,,,Jazz,Universal Classics & Jazz,731451746925,0
34319,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:55:24 AM,Rickie Lee Jones,Just in Time,Just in Time,,,Jazz,Modern Recordings,4050538877571,0
34320,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:58:50 AM,Alexandre Navarro,Cold Avenues,Lost Cities,,,,Dronarivm,730003881602,0
34321,"WRUV 1/7/24, 12:00 AM",64581,Program Director,2024-01-07,12:59:39 AM,NEIL FRANCES,Energy,It's All a Bit Fuzzy,,,,Nettwerk Music Group,067003149051,0
34322,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:02:51 AM,PJ Harvey,I Inside the Old I Dying,I Inside the Old I Dying,,,,PTKF,720841303206,0
34323,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:06:04 AM,Les Baxter,Atlantis - 1996 Digital Remaster,Ultra-Lounge/Mondo Exotica: Volume One,,,Jazz,UMG - Capitol Records,00724383256358,0
34324,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:11:24 AM,Weed,Caught in Life,Shift of a Modern Culture,,,Hip Hop/Rap,Powercut Productions,872132180161,0
34325,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:11:47 AM,Bill Laswell,Quartz,Invisible Design II,,,,MERLIN - Tzadik,702397806226,0
34326,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:16:56 AM,Kristian Montgomery and the Winterkill Band,I Dont Know Whats Real Anymore,Lower County Outlaw,,,,Anti Hero,198025539640,0
34327,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:20:19 AM,Claud,It’s Not About You,It's Not About You,,,,MERLIN - Dead Oceans,617308032031,0
34328,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:23:32 AM,Kolonien,Varandra,Till Skogen,,,Folk,Cumbancha + Supertraditional,853001008557,0
34329,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:27:52 AM,Tom Waits,Frank's Wild Years,Beautiful Maladies: The Island Years,,,Rock,UMG - Island Records,00731452451927,0
34330,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:29:44 AM,Marika Hackman,No Caffeine,No Caffeine,,,,MERLIN - Chrysalis Records,0810098509435,0
34331,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:32:55 AM,Souleance,GUILI - Art Of Tones Remix,Guili Guili,,,Electronic,First Word Records,5050580780354,0
34332,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:38:28 AM,Aaron Diehl,Virgo,Zodiac Suite,,,Jazz,Mack Avenue Records,673203120167,0
34333,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:43:51 AM,Gerry Gibbs & Thrasher People,Smells Like Teen Spirit,Family,,,Jazz,MERLIN - Whaling City Sound,687606013827,0
34334,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:49:22 AM,Gilbert Castellanos,Bilad as Sudan,Espérame En El Cielo,,,Jazz,Z Note Media,755491251492,0
34335,"WRUV 1/7/24, 1:02 AM",64581,Program Director,2024-01-07,1:56:00 AM,Barkman,Mister Jones,Togetherless,,,Jazz,DISTROKID,197714749520,0
34336,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:02:18 AM,tetreault,Cumulo (Requiem),Fractals (Requiem),,,,2714756 Records DK,195938317747,0
34337,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:04:58 AM,Genesis Owusu,Leaving The Light,Leaving The Light,,,Hip Hop/Rap,OURNESS,197188874469,0
34338,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:08:08 AM,Ebi Soda,Playstation - Ash Walker Dub,Ugh (Bonus Edition),,,,BELIEVE - Tru Thoughts,5060609666361,0
34339,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:10:59 AM,Piles of Smiles,Blood Blister,Seven Pillars of Shame,,,Rock,5153435 Records DK,197727263655,0
34340,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:14:49 AM,Damien Jurado,The Last Great Washington State,The Horizon Just Laughed,,,,Secretly Canadian,656605036564,0
34341,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:21:06 AM,Joni Mitchell,Both Sides Now,Joni Mitchell at Newport (Live),,,,Rhino (Pure),603497832095,1
34342,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:26:44 AM,Juliana Madrid,Savior,Savior,,,,Neon Gold Records,193436294683,0
34343,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:29:38 AM,Jewel,Who Will Save Your Soul - Live At Colegio Oficial de Medicos de Madrid / 1999,Spirit (Deluxe Edition),,,,Craft Recordings,00888072544246,1
34344,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:34:41 AM,CHAI,PARA PARA,PARA PARA,,,,Subpop Record Group,098787158564,0
34345,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:37:30 AM,No Lemon,Inside My Head,No Lemon,,,Rock,DISTROKID - Gnome Squid Studios,196834336986,0
34346,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:40:45 AM,Madaila,Tunnel Vision,Tunnel Vision,,,,Madaila,859779178867,0
34347,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:45:02 AM,Kimi Djabaté,Dindin,Putumayo Discovery Presents Acoustic World 2,,,Folk,Cumbancha,853001008656,0
34348,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:49:19 AM,Jamie xx,KILL DEM,KILL DEM,,,Electronic,MERLIN - Young,5059638395069,0
34349,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:53:02 AM,Kimi Djabaté,Afonhe,Afonhe,,,Folk,Cumbancha,853001008656,0
34350,"WRUV 1/7/24, 2:02 AM",64581,Program Director,2024-01-07,2:58:26 AM,Tunico,Decolagem,Tunico,,,,BELIEVE - Far Out Recordings,3617052456579,0
34351,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:05:14 AM,Mitski,Love Me More,Laurel Hell,,,,MERLIN - Dead Oceans,617308021394,0
34352,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:11:33 AM,Bill Frisell,Dear Old Friend (for Alan Woodard),Four,,,Jazz,Blue Note Records,602445523184,0
34353,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:13:56 AM,Matt Costa,Holy Mountain,Donde Los Terremotos: Songs from and Inspired by the Film,,,Folk,Dangerbird Records,842803024865,0
34354,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:19:25 AM,NoSo,Honey Understand,Honey Understand,,,,WMG - PTKF,720841133407,0
34355,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:23:24 AM,"Harry ""The Hipster"" Gibson",Who Put The Benzedrine In Mrs. Murphy's Ovaltine?,Reefer Jazz & Blues,,,Jazz,Master Classics Records,884385950781,0
34356,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:26:27 AM,José González,Head On,Head On,,,,WMG - Mute (Artist Intelligence),724596105559,0
34357,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:31:12 AM,Kimi Djabaté,Sano,Dindin,,,,Cumbancha,853001008656,0
34358,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:35:10 AM,Oscar Jerome,(Why You So) Green With Envy,(Why You So) Green With Envy,,,Jazz,Decca (UMO),00602445982028,0
34359,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:40:00 AM,Julia Nunes,No Sudden Moves,No Sudden Moves,,,,Rude Butler Records,193872343570,0
34360,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:43:19 AM,Dari Bay,Same Old Bumpy Road,Same Old Bumpy Road,,,,Dark Bay,197271242786,0
34361,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:45:50 AM,Low Lily,Up On a Rock,Angels in the Wreckage,,,Folk,Low Lily,198015961697,0
34362,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:49:24 AM,"Elvis Costello, Burt Bacharach",Look Up Again,The Songs Of Bacharach & Costello - Super Deluxe,,,,UMe/Elvis Costello,,1
34363,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:54:39 AM,Frankie Yankovic And His Yanks,Pennsylvania Polka,Frankie Yankovic & His Yanks' Greatests Hits,,,,SME - Columbia,074640928727,0
34364,"WRUV 1/7/24, 3:05 AM",64581,Program Director,2024-01-07,3:57:54 AM,Dubmatix,Black Arc,Dubmatix Meets Future Dub Orchestra,,,Reggae,Echo Beach,196626996626,0
34365,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:03:07 AM,Sylvan Esso,Sunburn,Sunburn,,,,UMG - Concord Loma Vista,00888072454408,0
34366,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:06:06 AM,Phoenix,After Midnight (feat. Clairo),After Midnight (feat. Clairo),,,Rock,Glassnote Entertainment Group LLC,197188165376,0
34367,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:09:17 AM,Dara Tucker,Scars,Dara Starr Tucker,,,Jazz,UMG - Green Hill Productions,,0
34368,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:14:52 AM,Stiff Little Fingers,Alternative Ulster,Inflammable Material,,,,WMG - PLG UK Catalog,724353775650,0
34369,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:17:32 AM,Thee Sacred Souls,Future Lover,Thee Sacred Souls,,,R&B/Soul,MERLIN - Penrose / Daptone Records,634457100541,0
34370,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:21:02 AM,Isaac Birituro & The Rail Abandon,Told You So,Small Small,,,,Wah Wah 45s,5050580788480,0
34371,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:26:51 AM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),,,R&B,MERLIN - MADMCFERRIN MUSIC,617308037999,0
34372,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:29:49 AM,Franck Biyong,Njombi,Kunde,,,,BELIEVE - Akhetaton Records,3617051754041,0
34373,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:37:33 AM,Gerry Gibbs,Townhouse 3,Songs From My Father,,,Jazz,MERLIN - Whaling City Sound,687606013124,0
34374,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:42:38 AM,Veronica Swift,Closer,Closer,,,Jazz,ORCHARD - Mack Avenue Records,673203120266,0
34375,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:47:22 AM,Rubblebucket,Geometry,Geometry,,,Rock,Grand Jury Music,196925377904,0
34376,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:51:33 AM,Matt Holubowski,Sandy Cove,Sandy Cove,,,,BELIEVE - Yotanka Records,3617053481556,0
34377,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:54:46 AM,Charles Kreamer,Pump It!,Rock it!,,,,Various Artists,885767691421,0
34378,"WRUV 1/7/24, 4:03 AM",64581,Program Director,2024-01-07,4:58:13 AM,Miya Folick,Bad Thing,Bad Thing,,,,Nettwerk Music Group,067003373463,0
34379,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:01:32 AM,Omar Apollo,Evergreen,Ivory,,,,WMG - Warner Records Label,093624883982,0
34380,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:04:38 AM,Amanda Shires,Summertime,Summertime,,,Country,ATO Records LLC,00880882574451,0
34381,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:08:40 AM,Maple Run Band,Tears of a Fool,Tears of a Fool,,,Country,Back Pasture Music,1957260010517,0
34382,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:11:48 AM,Harold Mabern,Dear Lord,The Iron Man: Live at Smoke,,,Jazz,Smoke Sessions,192562998984,0
34383,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:17:22 AM,Mike LeDonne,Bluesit,Heavy Hitters,,,Jazz,Cellar Live,197187047185,0
34384,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:24:49 AM,Magic Sam,I Feel So Good (I Wanna Boogie),West Side Soul,,,Blues,ORCHARD - Cobra Records,192562656105,0
34385,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:29:32 AM,Remi Russin,Having Dogs,Having Dogs,,,,Sticky Mango Records,,0
34386,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:33:53 AM,Loving,Medicine,Medicine,,,,Blue Heron Music,197999403209,0
34387,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:38:06 AM,Bebel Gilberto,Adeus América,Adeus América,,,,[PIAS],5400863102579,0
34388,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:41:56 AM,The Sextones,Beck & Call,Beck & Call,,,R&B/Soul,ORCHARD - Record Kicks,5050580794665,0
34389,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:47:49 AM,The Allergies,Stanky Funk - feat. Bootie Brown,Stanky Funk (feat. Bootie Brown),,,,MERLIN - Jalapeno Records,3663729237545,0
34390,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:51:55 AM,CHAI,"NEO KAWAII, K?","NEO KAWAII, K?",,,,Subpop Record Group,098787158564,0
34391,"WRUV 1/7/24, 5:01 AM",64581,Program Director,2024-01-07,5:54:27 AM,Art Farmer,Shabozz,The Great Masterpieces Maker,,,Jazz,BELIEVE - Great Masterpieces Maker Recordings Ltd,3616553640319,0
34392,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:00:51 AM,"Locate S,1",The Hard Way,Wicked Jaw,,,,MERLIN - Captured Tracks,817949035730,0
34393,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:05:03 AM,Aaron Diehl,Libra,Libra,,,Jazz,ORCHARD - Mack Avenue Records,673203120167,0
34394,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:08:38 AM,Caroline Rose,Miami,Miami,,,,"MERLIN - New West Records, LLC",607396652860,0
34395,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:12:42 AM,Allysha Joy,Let It!,Let It!,,,R&B/Soul,First Word Records,5050580779525,0
34396,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:17:51 AM,Sonmi451,Outer Shell,Nachtmuziek,,,,MERLIN - Astral Industries,8718723120159,0
34397,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:24:34 AM,Maajo,Unelmissani,Unelmissani,,,Electronic,MERLIN - WONDERWHEEL RECORDINGS,674276644383,0
34398,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:29:20 AM,Summer Arachnid,Missed Connection,Interpersonal,,,,3 Friends Records,197992887044,0
34399,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:33:34 AM,Tegan and Sara,Girls Talk,Girls Talk,,,,Legacy Recordings,196871047395,1
34400,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:36:56 AM,Honey & Soul,Lady King,Lady King,,,Folk,Joy of Music Productions,197547924958,0
34401,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:42:14 AM,Rubblebucket,Earth Worship,Earth Worship,,,Rock,Grand Jury Music,196925404457,0
34402,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:45:49 AM,Joe McCarthy's New York Afro Bop Alliance Big Band,Arabian Dance,The Pan American Nutcracker Suite,,,Jazz,Angelface Records,195269179977,0
34403,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:48:48 AM,Izo FitzRoy,Chasing Days,Chasing Days,,,,MERLIN - Jalapeno Records,3663729226204,0
34404,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:52:20 AM,Lester Young,Louise,The Complete Lester Young Studio Sessions On Verve,,,Jazz,TP4 Music,5056198939078,0
34405,"WRUV 1/7/24, 6:00 AM",64581,Program Director,2024-01-07,6:58:34 AM,Alexis Pastuhov,Reverse Psychology,New Mirror,,,Rock,Alexis Pastuhov,198025411755,0
34406,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:02:54 AM,Kiwi jr.,Unspeakable Things,Unspeakable Things,,,,WMG - Subpop Record Group,098787150063,0
34407,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:06:21 AM,Meridian Brothers,La Policía,Meridian Brothers & El Grupo Renacimiento,,,,BELIEVE - Ansonia Records,3616847293917,0
34408,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:10:39 AM,Animal Collective,Soul Capturer - Single Version,Soul Capturer,,,,MERLIN - Domino Recording Co,887829137984,0
34409,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:14:55 AM,Matthew Shipp,Vamp To Vibe,Equilibrium,,,Jazz,Thirsty Ear,700435712720,0
34410,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:24:33 AM,Chicago Soul Jazz Collective,Nothing good ever goes away,On the Way to be Free,,,Jazz,JMARQ Records,195729365841,0
34411,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:29:52 AM,Jake Blount,Didn't It Rain,Didn't It Rain,,,Folk,Smithsonian Folkways Recordings,093075610755,0
34412,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:32:54 AM,Meridian Brothers,Descarga profética,Meridian Brothers & El Grupo Renacimiento,,,,BELIEVE - Ansonia Records,3616847293917,0
34413,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:41:08 AM,Sonny Rollins Trio,St Thomas,St Thomas (Live In Stockholm 1959),,,Jazz,MERLIN - Dragon Records,7391953002290,0
34414,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:48:47 AM,Josh Ritter,For Your Soul,Sawgrass / For Your Soul,,,Rock,Pytheas Recordings,197187659333,0
34415,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:51:46 AM,Ruth Harley,Santa Baby,"Santa's Funk & Soul Christmas Party, Vol. 4",,,R&B/Soul,Tramp Records,5050580791220,0
34416,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:54:15 AM,Sorry,Closer,Closer,,,,Domino Recording Co,887828049363,0
34417,"WRUV 1/7/24, 7:02 AM",64581,Program Director,2024-01-07,7:59:00 AM,Ruby Wood,My Favourite Song,My Favourite Song,,,R&B/Soul,First Word Records,5050580809871,0
34418,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:03:31 AM,Donald Vega,Alegria,As I Travel,,,Jazz,MERLIN - Tiger Turn,634164019204,0
34419,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:07:17 AM,Orchestral Unlimited,Skye Boat Song,Irish Traditional Songs,,,,BELIEVE - Essence of Tradition,0840958106641,0
34420,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:08:52 AM,Chancha Via Circuito,El pavo real,La Estrella,,,,MERLIN - WONDERWHEEL RECORDINGS,674276605797,0
34421,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:12:17 AM,Yazz Ahmed,It,Blue Note Re:imagined II,,,Jazz,Decca (UMO),00602445794331,0
34422,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:17:28 AM,Green Day,The American Dream Is Killing Me,The American Dream Is Killing Me,,,,Reprise,093624857518,1
34423,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:20:32 AM,Vicky Tafoya,The Moment,The Moment,,,R&B/Soul,MERLIN - Penrose / Daptone Records,634457127678,0
34424,"WRUV 1/7/24, 8:03 AM",64581,Program Director,2024-01-07,8:23:03 AM,Sara Caswell,On My Way to You,The Way to You,,,Jazz,"Anzic Records, LLC",658580047207,0
